conversation_id,n_comments,s80,s90
9difsv,20,0.65,0.85
9diihb,22,0.5909090909090909,0.8181818181818182
9dijvq,49,0.5918367346938775,0.7755102040816326
9dixh1,1321,0.5329295987887964,0.757002271006813
9dj1qa,94,0.5957446808510638,0.8085106382978723
9dj2dt,50,0.66,0.78
9dj7f7,794,0.5906801007556675,0.7846347607052897
9dj988,20,0.65,0.8
9dj9ex,28,0.6428571428571429,0.8214285714285714
9djgo5,34,0.6764705882352942,0.8235294117647058
9djm95,51,0.5686274509803921,0.7843137254901961
9djmk5,31,0.6129032258064516,0.8064516129032258
9djnav,20,0.65,0.8
9djpbn,52,0.6346153846153846,0.7884615384615384
9djvku,421,0.6199524940617577,0.8028503562945368
9djxsz,42,0.6666666666666666,0.8571428571428571
9dk3ac,21,0.6666666666666666,0.8571428571428571
9dk74t,20,0.7,0.85
9dk8m6,24,0.6666666666666666,0.8333333333333334
9dkdme,51,0.6470588235294118,0.8235294117647058
9dkibq,22,0.6363636363636364,0.8181818181818182
9dkple,20,0.7,0.85
9dkr0g,113,0.6194690265486725,0.8053097345132744
9dkr93,50,0.66,0.82
9dku51,43,0.627906976744186,0.8604651162790697
9dku97,21,0.6666666666666666,0.8095238095238095
9dkysz,69,0.5652173913043478,0.782608695652174
9dl2y0,43,0.5348837209302325,0.7674418604651163
9dlfpq,39,0.6153846153846154,0.8205128205128205
9dlkij,42,0.5952380952380952,0.7857142857142857
9dlpy4,190,0.6368421052631579,0.8210526315789474
9dlsss,67,0.5671641791044776,0.7761194029850746
9dlufg,46,0.6739130434782609,0.8478260869565217
9dlxck,20,0.55,0.8
9dly9z,33,0.6363636363636364,0.7878787878787878
9dlywh,22,0.6818181818181818,0.8636363636363636
9dm4yv,66,0.6060606060606061,0.803030303030303
9dm8wi,25,0.68,0.88
9dmhn2,93,0.5698924731182796,0.7741935483870968
9dmkfo,67,0.6567164179104478,0.8059701492537313
9dmmae,85,0.6470588235294118,0.8235294117647058
9dmn2i,28,0.6428571428571429,0.8214285714285714
9dmnvk,72,0.6111111111111112,0.8055555555555556
9dmorh,37,0.6216216216216216,0.8108108108108109
9dmrup,603,0.5373134328358209,0.7545605306799337
9dmtsp,33,0.6363636363636364,0.8181818181818182
9dmvz2,100,0.63,0.79
9dmwt1,28,0.6785714285714286,0.8571428571428571
9dmx1g,33,0.5757575757575758,0.7575757575757576
9dn0yd,116,0.6724137931034483,0.8362068965517241
9dn1ps,23,0.6521739130434783,0.8260869565217391
9dnch6,103,0.6407766990291263,0.8155339805825242
9dnek0,128,0.6484375,0.8203125
9dnft7,25,0.68,0.88
9dnjws,41,0.7317073170731707,0.8536585365853658
9dnnwe,22,0.6363636363636364,0.7727272727272727
9dnrlf,37,0.6486486486486487,0.8108108108108109
9dnrry,85,0.611764705882353,0.8117647058823529
9dnrvd,21,0.6666666666666666,0.8571428571428571
9dnsd4,39,0.6410256410256411,0.7692307692307693
9dntez,25,0.68,0.84
9doevl,106,0.5849056603773585,0.8018867924528302
9doi2c,60,0.55,0.7666666666666667
9dolk4,30,0.7,0.8333333333333334
9dopxi,28,0.7142857142857143,0.8571428571428571
9dotjn,172,0.6686046511627907,0.8313953488372093
9doxfy,24,0.625,0.7916666666666666
9dp121,26,0.6538461538461539,0.8076923076923077
9dp41u,297,0.531986531986532,0.7441077441077442
9dpewm,20,0.6,0.8
9dpfzi,94,0.6702127659574468,0.8191489361702128
9dpwc1,35,0.6285714285714286,0.8
9dpx7f,23,0.6086956521739131,0.8260869565217391
9dq5wu,20,0.65,0.85
9dqasq,21,0.7142857142857143,0.9047619047619048
9dqeyg,28,0.6785714285714286,0.8214285714285714
9dqgeb,37,0.6756756756756757,0.8648648648648649
9dqixh,187,0.5347593582887701,0.7700534759358288
9dqko8,40,0.6,0.775
9dqt3g,52,0.6346153846153846,0.8461538461538461
9dqxt9,24,0.5416666666666666,0.7083333333333334
9dr9wc,105,0.6476190476190476,0.819047619047619
9drc2g,20,0.45,0.75
9drebb,64,0.625,0.8125
9drfme,90,0.6555555555555556,0.8111111111111111
9drh3z,23,0.4782608695652174,0.6956521739130435
9drofi,27,0.6296296296296297,0.7777777777777778
9drpte,22,0.5,0.7272727272727273
9drrkv,281,0.5160142348754448,0.7366548042704626
9drtul,64,0.640625,0.828125
9drvfo,32,0.625,0.8125
9ds1qx,113,0.584070796460177,0.7964601769911505
9ds4f0,31,0.6129032258064516,0.8387096774193549
9ds66y,77,0.6103896103896104,0.8051948051948052
9dsj1h,29,0.6551724137931034,0.8275862068965517
9dsk9z,38,0.7105263157894737,0.868421052631579
9dsp5l,137,0.5620437956204379,0.7518248175182481
9dsr5j,48,0.6458333333333334,0.8125
9dsss2,34,0.6764705882352942,0.8235294117647058
9dswzb,46,0.4782608695652174,0.7391304347826086
9dsx8l,28,0.6785714285714286,0.8214285714285714
9dsxii,118,0.635593220338983,0.8305084745762712
9dsyg9,46,0.6956521739130435,0.8478260869565217
9dszo5,35,0.6,0.8
9dt2pm,101,0.5643564356435643,0.7821782178217822
9dt2vn,55,0.6727272727272727,0.8363636363636363
9dt45z,126,0.6349206349206349,0.8174603174603174
9dt6gg,52,0.6730769230769231,0.8461538461538461
9dt8lb,23,0.6086956521739131,0.8260869565217391
9dt944,20,0.7,0.85
9dtdof,29,0.5517241379310345,0.7931034482758621
9dtesb,26,0.6923076923076923,0.8461538461538461
9dtk2j,61,0.6885245901639344,0.8524590163934426
9dtsfy,24,0.7083333333333334,0.7916666666666666
9dtx97,27,0.7037037037037037,0.8518518518518519
9du1mw,58,0.6551724137931034,0.8275862068965517
9du33e,33,0.6666666666666666,0.8181818181818182
9du7qa,22,0.6818181818181818,0.8636363636363636
9duamj,21,0.6666666666666666,0.8571428571428571
9dub5i,25,0.64,0.8
9due2w,25,0.64,0.84
9due4s,218,0.6009174311926605,0.7844036697247706
9duhjp,75,0.68,0.84
9dui7z,24,0.7083333333333334,0.8333333333333334
9dum6c,54,0.6111111111111112,0.8148148148148148
9dunu2,22,0.6818181818181818,0.8636363636363636
9duo6i,36,0.6666666666666666,0.8333333333333334
9duphp,108,0.5370370370370371,0.7407407407407407
9durlp,1112,0.5215827338129496,0.7553956834532374
9dutwe,37,0.40540540540540543,0.7567567567567568
9dux02,28,0.6428571428571429,0.8571428571428571
9duz88,61,0.6721311475409836,0.8360655737704918
9duzpx,28,0.7142857142857143,0.8571428571428571
9dv3of,43,0.6511627906976745,0.813953488372093
9dva2l,27,0.6666666666666666,0.8148148148148148
9dvcx4,31,0.5806451612903226,0.6129032258064516
9dvd41,540,0.5796296296296296,0.7814814814814814
9dve3x,22,0.6363636363636364,0.8181818181818182
9dvf5f,62,0.6451612903225806,0.7903225806451613
9dvi8m,126,0.5476190476190477,0.7063492063492064
9dvinq,25,0.76,0.84
9dviow,20,0.6,0.75
9dvqas,23,0.6956521739130435,0.8695652173913043
9dvsgp,29,0.6896551724137931,0.8275862068965517
9dvu0g,24,0.75,0.875
9dvu0p,144,0.5416666666666666,0.7569444444444444
9dvvdt,34,0.4411764705882353,0.7352941176470589
9dw4q5,99,0.5959595959595959,0.797979797979798
9dw9c4,178,0.5168539325842697,0.7471910112359551
9dwc06,90,0.6,0.8
9dwhvr,92,0.5434782608695652,0.7608695652173914
9dwotk,31,0.6451612903225806,0.8387096774193549
9dww44,25,0.76,0.88
9dwwfx,30,0.5,0.6
9dwxt6,88,0.5568181818181818,0.7727272727272727
9dx0n4,117,0.6239316239316239,0.811965811965812
9dx1be,28,0.7142857142857143,0.8571428571428571
9dx1zw,102,0.5392156862745098,0.7647058823529411
9dx6q1,20,0.65,0.85
9dx9g7,26,0.6538461538461539,0.8846153846153846
9dxaoi,26,0.6538461538461539,0.8076923076923077
9dxapw,24,0.6666666666666666,0.8333333333333334
9dxdti,34,0.6764705882352942,0.8529411764705882
9dxgi0,29,0.6551724137931034,0.8620689655172413
9dxobh,156,0.532051282051282,0.7692307692307693
9dxoou,30,0.6333333333333333,0.8666666666666667
9dxx92,27,0.6296296296296297,0.8148148148148148
9dxztn,20,0.7,0.85
9dy8t9,189,0.5925925925925926,0.7883597883597884
9dybw7,22,0.7272727272727273,0.8181818181818182
9dydex,35,0.6857142857142857,0.8571428571428571
9dyhfv,21,0.6666666666666666,0.8095238095238095
9dyk1w,42,0.6666666666666666,0.8571428571428571
9dym5d,109,0.5963302752293578,0.7889908256880734
9dyp51,20,0.65,0.8
9dyu8f,90,0.6555555555555556,0.8222222222222222
9dyvxr,315,0.526984126984127,0.7523809523809524
9dyy0j,130,0.5538461538461539,0.7769230769230769
9dz04d,42,0.6904761904761905,0.8333333333333334
9dz3fw,107,0.6635514018691588,0.8317757009345794
9dz3wf,143,0.6153846153846154,0.7972027972027972
9dz7zw,22,0.6818181818181818,0.8181818181818182
9dzb0r,56,0.5892857142857143,0.7678571428571429
9dzbez,26,0.6538461538461539,0.8461538461538461
9dzcbi,26,0.5769230769230769,0.8076923076923077
9dzjwo,48,0.6458333333333334,0.7916666666666666
9dzyd5,54,0.6296296296296297,0.8333333333333334
9e00kd,159,0.6540880503144654,0.8176100628930818
9e0a73,21,0.6190476190476191,0.7619047619047619
9e0exi,59,0.6440677966101694,0.8135593220338984
9e0nal,1317,0.5254365983295368,0.7501898253606681
9e0zry,141,0.6028368794326241,0.8014184397163121
9e16sr,25,0.68,0.84
9e17f3,20,0.65,0.85
9e1b3h,20,0.7,0.85
9e1lsp,28,0.6428571428571429,0.8214285714285714
9e1lzd,31,0.7419354838709677,0.8387096774193549
9e1okx,35,0.6285714285714286,0.8285714285714286
9e1otg,20,0.65,0.8
9e1psa,27,0.5555555555555556,0.8148148148148148
9e1vr8,77,0.5714285714285714,0.7662337662337663
9e1x8s,21,0.6190476190476191,0.8571428571428571
9e228v,44,0.6590909090909091,0.8181818181818182
9e26l0,21,0.6190476190476191,0.8571428571428571
9e29ec,115,0.4956521739130435,0.7565217391304347
9e2c3s,23,0.6521739130434783,0.782608695652174
9e2fkr,70,0.6428571428571429,0.8428571428571429
9e30q1,29,0.5517241379310345,0.7241379310344828
9e33mz,58,0.6896551724137931,0.8448275862068966
9e340q,45,0.6444444444444445,0.8222222222222222
9e35l8,22,0.5909090909090909,0.8181818181818182
9e39af,21,0.6190476190476191,0.8095238095238095
9e3ifx,21,0.6190476190476191,0.7619047619047619
9e3jpf,61,0.6885245901639344,0.8360655737704918
9e3lm2,22,0.5909090909090909,0.8181818181818182
9e3pda,58,0.6724137931034483,0.8275862068965517
9e3q0b,84,0.6071428571428571,0.7857142857142857
9e3tfw,33,0.6666666666666666,0.8484848484848485
9e3u0o,95,0.5157894736842106,0.7368421052631579
9e3y0u,43,0.6046511627906976,0.7674418604651163
9e44tf,69,0.6666666666666666,0.8260869565217391
9e46li,28,0.6428571428571429,0.8214285714285714
9e481t,32,0.625,0.8125
9e48jy,55,0.6363636363636364,0.8
9e4d3s,22,0.7272727272727273,0.9090909090909091
9e4e1o,45,0.6888888888888889,0.8444444444444444
9e4ee3,41,0.5365853658536586,0.8048780487804879
9e4etn,49,0.6122448979591837,0.7959183673469388
9e4jz5,66,0.6818181818181818,0.8484848484848485
9e4kjz,70,0.5571428571428572,0.7571428571428571
9e4lj2,21,0.7142857142857143,0.8571428571428571
9e4njv,27,0.4444444444444444,0.7037037037037037
9e4szo,56,0.5892857142857143,0.7857142857142857
9e4tkm,81,0.6296296296296297,0.8024691358024691
9e4u9b,36,0.6944444444444444,0.8611111111111112
9e4xq2,171,0.6257309941520468,0.8187134502923976
9e511v,174,0.5632183908045977,0.8045977011494253
9e52oe,20,0.7,0.85
9e58l2,71,0.6338028169014085,0.8309859154929577
9e5a9z,24,0.6666666666666666,0.7916666666666666
9e5fy0,21,0.6666666666666666,0.7619047619047619
9e5lug,64,0.546875,0.796875
9e5mmu,53,0.5660377358490566,0.7358490566037735
9e5ptp,20,0.6,0.85
9e5vqy,33,0.6363636363636364,0.8181818181818182
9e5xv8,33,0.7272727272727273,0.8484848484848485
9e60hu,54,0.6851851851851852,0.8333333333333334
9e62sp,25,0.64,0.84
9e643r,27,0.5555555555555556,0.8148148148148148
9e67lv,95,0.631578947368421,0.8210526315789474
9e6d95,86,0.5581395348837209,0.7674418604651163
9e6fv7,25,0.68,0.84
9e6gp4,30,0.6333333333333333,0.8333333333333334
9e6jo5,21,0.7142857142857143,0.9047619047619048
9e6kh4,26,0.6538461538461539,0.8461538461538461
9e6q40,78,0.6410256410256411,0.8333333333333334
9e6rjm,25,0.6,0.8
9e6v99,44,0.5227272727272727,0.75
9e6vs5,91,0.6043956043956044,0.8131868131868132
9e6xl3,24,0.625,0.7916666666666666
9e71ah,24,0.6666666666666666,0.8333333333333334
9e73m5,47,0.6595744680851063,0.8297872340425532
9e755g,30,0.6666666666666666,0.8333333333333334
9e79kf,43,0.6511627906976745,0.7906976744186046
9e7a8a,76,0.631578947368421,0.7894736842105263
9e7fod,25,0.72,0.88
9e7kau,20,0.65,0.75
9e7kkv,27,0.5925925925925926,0.7777777777777778
9e7m7k,25,0.56,0.8
9e7ovi,23,0.7391304347826086,0.8695652173913043
9e7ps7,35,0.6857142857142857,0.8571428571428571
9e7qfn,42,0.6666666666666666,0.8333333333333334
9e7tdw,129,0.5891472868217055,0.8062015503875969
9e7x0z,33,0.6363636363636364,0.7878787878787878
9e7yw7,32,0.625,0.8125
9e82ov,50,0.68,0.84
9e84oc,74,0.5945945945945946,0.7972972972972973
9e86u3,20,0.75,0.85
9e8be8,25,0.64,0.76
9e8fku,22,0.5454545454545454,0.8181818181818182
9e8n9v,141,0.574468085106383,0.7872340425531915
9e8o4x,30,0.7,0.8666666666666667
9e8oti,31,0.6451612903225806,0.8064516129032258
9e8s0b,24,0.75,0.875
9e8yz7,55,0.5636363636363636,0.7454545454545455
9e909b,76,0.6447368421052632,0.8157894736842105
9e91w1,28,0.6428571428571429,0.7857142857142857
9e99sk,34,0.5882352941176471,0.8235294117647058
9e9bg0,23,0.6086956521739131,0.782608695652174
9e9ejf,22,0.6818181818181818,0.8181818181818182
9e9g0y,22,0.6363636363636364,0.8636363636363636
9e9hab,21,0.6666666666666666,0.8095238095238095
9e9kej,27,0.5925925925925926,0.7777777777777778
9e9pxj,161,0.5900621118012422,0.7888198757763976
9e9s7o,57,0.6666666666666666,0.8421052631578947
9e9u0t,26,0.6923076923076923,0.8076923076923077
9e9y7u,30,0.5666666666666667,0.8333333333333334
9e9ycq,100,0.64,0.79
9ea26u,29,0.7241379310344828,0.8620689655172413
9ea281,31,0.7096774193548387,0.8387096774193549
9ea75o,42,0.6666666666666666,0.7857142857142857
9eagvy,29,0.6896551724137931,0.8275862068965517
9eao1y,20,0.55,0.8
9eaw6u,28,0.6071428571428571,0.75
9eax5g,27,0.7037037037037037,0.8518518518518519
9eb2qi,57,0.6140350877192983,0.8070175438596491
9ebenw,28,0.6428571428571429,0.8571428571428571
9ebfp7,21,0.6666666666666666,0.8095238095238095
9ebx66,25,0.6,0.76
9ebxtv,21,0.6666666666666666,0.8571428571428571
9ec0ui,69,0.5362318840579711,0.7971014492753623
9ec5q6,34,0.6470588235294118,0.8235294117647058
9ecbqk,36,0.5555555555555556,0.7777777777777778
9ecc33,33,0.5454545454545454,0.7272727272727273
9ecgz3,32,0.65625,0.8125
9eck0y,30,0.7333333333333333,0.8666666666666667
9eckh9,31,0.5161290322580645,0.8064516129032258
9eclrq,26,0.6153846153846154,0.8461538461538461
9ecm15,43,0.6511627906976745,0.8604651162790697
9ecnz2,45,0.6666666666666666,0.8444444444444444
9eco4l,20,0.65,0.85
9eco7c,23,0.6086956521739131,0.8260869565217391
9ecoic,30,0.6333333333333333,0.8333333333333334
9ecq1z,34,0.5882352941176471,0.7647058823529411
9ecqy0,99,0.6161616161616161,0.8383838383838383
9ecr9s,24,0.5833333333333334,0.75
9ecrp7,23,0.7391304347826086,0.8260869565217391
9ecvmw,43,0.627906976744186,0.7906976744186046
9ecwc4,37,0.6756756756756757,0.8108108108108109
9ecx10,138,0.6594202898550725,0.8188405797101449
9eczck,33,0.6060606060606061,0.8181818181818182
9eczhb,61,0.6557377049180327,0.8360655737704918
9ed3gp,74,0.527027027027027,0.7702702702702703
9ed3je,20,0.65,0.85
9ed3zz,30,0.7,0.8666666666666667
9ed4mo,98,0.673469387755102,0.8163265306122449
9ed60v,23,0.5652173913043478,0.8260869565217391
9ed9rf,21,0.7142857142857143,0.8571428571428571
9edd1a,134,0.5746268656716418,0.8134328358208955
9edenw,41,0.6585365853658537,0.8292682926829268
9edgk1,114,0.5701754385964912,0.7807017543859649
9edhcq,67,0.6716417910447762,0.8208955223880597
9edie7,20,0.55,0.85
9edjyu,88,0.6477272727272727,0.8181818181818182
9edn5t,35,0.6857142857142857,0.8285714285714286
9edrp8,87,0.6436781609195402,0.8390804597701149
9edt81,51,0.5882352941176471,0.7647058823529411
9ee0s9,455,0.6065934065934065,0.8
9ee4kx,141,0.6170212765957447,0.8085106382978723
9ee5jm,730,0.5698630136986301,0.7780821917808219
9ee9tk,29,0.6206896551724138,0.8275862068965517
9eea52,24,0.625,0.7916666666666666
9eea5t,41,0.5853658536585366,0.7804878048780488
9eeafl,21,0.7142857142857143,0.8571428571428571
9eeblp,29,0.6206896551724138,0.8275862068965517
9eeiwu,27,0.6666666666666666,0.8518518518518519
9eej17,23,0.7391304347826086,0.8695652173913043
9eel5h,35,0.6857142857142857,0.8571428571428571
9eepjc,96,0.6770833333333334,0.8333333333333334
9eerjn,28,0.5714285714285714,0.75
9ef9r6,47,0.6382978723404256,0.8085106382978723
9efc12,85,0.5882352941176471,0.8
9efc19,20,0.6,0.85
9efl7f,230,0.5347826086956522,0.7565217391304347
9efmku,27,0.6666666666666666,0.8518518518518519
9efn2c,45,0.6222222222222222,0.8222222222222222
9efnt7,20,0.65,0.85
9efoap,97,0.5567010309278351,0.7731958762886598
9eg44z,21,0.6666666666666666,0.8571428571428571
9eg6c0,29,0.6551724137931034,0.8620689655172413
9eg73q,24,0.6666666666666666,0.875
9eg9j0,20,0.55,0.8
9egdka,35,0.6,0.8
9eghqy,24,0.5,0.75
9eglut,24,0.5833333333333334,0.8333333333333334
9egmw7,189,0.5978835978835979,0.8042328042328042
9egmyn,22,0.5454545454545454,0.7727272727272727
9egn6q,27,0.7407407407407407,0.8888888888888888
9egwdu,241,0.5103734439834025,0.7468879668049793
9egwt3,22,0.7272727272727273,0.8181818181818182
9egwtr,45,0.6888888888888889,0.8444444444444444
9egz42,24,0.75,0.8333333333333334
9eh1bw,39,0.6410256410256411,0.8205128205128205
9eh41g,155,0.6193548387096774,0.8064516129032258
9eh9zb,29,0.6551724137931034,0.8620689655172413
9ehcxz,23,0.6956521739130435,0.8695652173913043
9ehd6v,32,0.6875,0.8125
9ehn3e,28,0.6428571428571429,0.8571428571428571
9ehtv3,34,0.6764705882352942,0.8235294117647058
9ehwa7,26,0.6153846153846154,0.7692307692307693
9ehypb,240,0.55,0.7666666666666667
9ei1t2,24,0.6666666666666666,0.875
9ei2xv,49,0.673469387755102,0.8367346938775511
9ei3mq,40,0.4,0.825
9ei413,43,0.6744186046511628,0.8604651162790697
9eikrk,39,0.6153846153846154,0.8205128205128205
9eil7b,37,0.6756756756756757,0.8378378378378378
9eilhw,70,0.6857142857142857,0.8571428571428571
9eimpv,44,0.6363636363636364,0.8181818181818182
9eir8a,32,0.625,0.84375
9eiym4,29,0.7241379310344828,0.8620689655172413
9ej6sy,22,0.6818181818181818,0.8636363636363636
9ej71u,38,0.5526315789473685,0.8157894736842105
9ejaf2,116,0.5948275862068966,0.8017241379310345
9ejblr,60,0.6,0.8166666666666667
9ejdto,22,0.6363636363636364,0.7727272727272727
9ejgii,22,0.6818181818181818,0.8181818181818182
9ejwns,25,0.56,0.76
9ejzmh,26,0.7307692307692307,0.8846153846153846
9ek3rz,20,0.5,0.75
9ek57s,109,0.6146788990825688,0.8073394495412844
9ekeqz,90,0.6555555555555556,0.8333333333333334
9ekiop,31,0.6129032258064516,0.8064516129032258
9ekj9c,22,0.7272727272727273,0.8636363636363636
9eklz1,40,0.65,0.85
9ekosb,20,0.6,0.75
9ekpgr,29,0.6551724137931034,0.8275862068965517
9ekplh,25,0.64,0.84
9el2gr,119,0.680672268907563,0.8403361344537815
9el5e5,27,0.6296296296296297,0.8148148148148148
9el99u,22,0.6363636363636364,0.7727272727272727
9eldhq,50,0.54,0.8
9eldwm,29,0.5862068965517241,0.7931034482758621
9elmbh,52,0.6730769230769231,0.8653846153846154
9elo7k,24,0.625,0.7916666666666666
9elye5,79,0.6075949367088608,0.7721518987341772
9em2ih,20,0.65,0.8
9em3sk,99,0.6363636363636364,0.8080808080808081
9em4ac,96,0.625,0.7916666666666666
9emhpe,40,0.65,0.825
9emim0,35,0.6857142857142857,0.8571428571428571
9emqbu,44,0.6590909090909091,0.8181818181818182
9emutm,52,0.5,0.8076923076923077
9emxei,150,0.6533333333333333,0.8266666666666667
9emyyi,24,0.625,0.8333333333333334
9en4q7,28,0.6428571428571429,0.8571428571428571
9en5qg,29,0.6551724137931034,0.7931034482758621
9en81d,233,0.6051502145922747,0.7896995708154506
9enb3y,22,0.045454545454545456,0.045454545454545456
9end8q,48,0.6458333333333334,0.8333333333333334
9enfhn,54,0.5925925925925926,0.8148148148148148
9enksb,25,0.6,0.76
9enkvh,20,0.65,0.8
9enmff,1017,0.5555555555555556,0.7846607669616519
9enmmt,44,0.5454545454545454,0.75
9eno5k,69,0.5797101449275363,0.7536231884057971
9enpkz,111,0.6216216216216216,0.8108108108108109
9ens3f,83,0.6626506024096386,0.8554216867469879
9ens8h,23,0.6086956521739131,0.8695652173913043
9envp5,22,0.5454545454545454,0.7727272727272727
9eo2zz,42,0.6666666666666666,0.8333333333333334
9eo5su,116,0.646551724137931,0.8189655172413793
9eo6nf,123,0.5853658536585366,0.8130081300813008
9eoggi,24,0.7083333333333334,0.8333333333333334
9eoghs,25,0.64,0.84
9eohfq,203,0.5517241379310345,0.7635467980295566
9eoite,25,0.64,0.8
9eom8z,29,0.6551724137931034,0.8275862068965517
9eoq8o,22,0.5909090909090909,0.7727272727272727
9eozq3,32,0.65625,0.84375
9ep1b2,32,0.71875,0.875
9ep67i,34,0.6176470588235294,0.8529411764705882
9epb28,27,0.6666666666666666,0.8518518518518519
9epc0y,43,0.627906976744186,0.7906976744186046
9epgvi,38,0.631578947368421,0.8421052631578947
9ephae,52,0.5576923076923077,0.75
9epluz,27,0.6296296296296297,0.8148148148148148
9epuny,27,0.6296296296296297,0.8148148148148148
9epxmy,24,0.041666666666666664,0.375
9eq1ux,90,0.5888888888888889,0.7888888888888889
9eq3p7,23,0.5652173913043478,0.782608695652174
9eqb0a,21,0.6190476190476191,0.7619047619047619
9eqc2z,27,0.6666666666666666,0.8148148148148148
9eqdx9,29,0.6551724137931034,0.7931034482758621
9eqfrz,52,0.5192307692307693,0.75
9eqh0l,28,0.6428571428571429,0.8214285714285714
9eqhni,24,0.6666666666666666,0.8333333333333334
9eqjk2,89,0.6292134831460674,0.8089887640449438
9eqmzk,310,0.5903225806451613,0.7806451612903226
9equ5z,23,0.6956521739130435,0.8695652173913043
9eqv7q,38,0.7368421052631579,0.8947368421052632
9eqwog,40,0.65,0.825
9eqxju,36,0.5833333333333334,0.7777777777777778
9er8bk,180,0.6055555555555555,0.7944444444444444
9er9fl,23,0.6956521739130435,0.8695652173913043
9erc5v,56,0.6785714285714286,0.8392857142857143
9erf4o,39,0.717948717948718,0.8717948717948718
9erjn3,22,0.6363636363636364,0.8181818181818182
9erlln,47,0.6595744680851063,0.8085106382978723
9ermid,47,0.6595744680851063,0.7872340425531915
9errtn,55,0.6181818181818182,0.7818181818181819
9ersc2,25,0.68,0.88
9erwty,21,0.5714285714285714,0.7619047619047619
9es0w4,31,0.7096774193548387,0.8709677419354839
9es1fu,26,0.6153846153846154,0.7692307692307693
9es5gy,51,0.7450980392156863,0.8431372549019608
9esedm,35,0.5428571428571428,0.7714285714285715
9esewi,21,0.6666666666666666,0.8095238095238095
9esf2f,20,0.7,0.85
9esrl0,21,0.7619047619047619,0.8571428571428571
9esz27,25,0.6,0.76
9et7bq,49,0.6530612244897959,0.8163265306122449
9et7c5,119,0.5630252100840336,0.773109243697479
9et7lh,34,0.6470588235294118,0.8235294117647058
9et9ju,145,0.6620689655172414,0.8206896551724138
9ete15,26,0.7307692307692307,0.8461538461538461
9etmlc,24,0.5833333333333334,0.75
9etnp8,116,0.5775862068965517,0.7931034482758621
9etovj,29,0.6551724137931034,0.7931034482758621
9etwcf,23,0.6956521739130435,0.8695652173913043
9etwiq,20,0.7,0.85
9ety0u,38,0.631578947368421,0.8157894736842105
9eu3mf,69,0.6376811594202898,0.8115942028985508
9eu88n,23,0.6086956521739131,0.7391304347826086
9euhs0,542,0.5571955719557196,0.7693726937269373
9euu0g,22,0.6363636363636364,0.7727272727272727
9ev280,44,0.6363636363636364,0.8181818181818182
9evb35,23,0.7391304347826086,0.8695652173913043
9evex1,31,0.6129032258064516,0.8064516129032258
9evina,21,0.5238095238095238,0.8095238095238095
9evjqh,26,0.6153846153846154,0.7692307692307693
9evkvp,33,0.6363636363636364,0.8484848484848485
9evmla,46,0.6086956521739131,0.782608695652174
9evqyp,74,0.5945945945945946,0.7972972972972973
9evxc6,44,0.6818181818181818,0.8636363636363636
9ew062,53,0.6037735849056604,0.7924528301886793
9ew2ka,65,0.5384615384615384,0.7384615384615385
9ew491,84,0.5833333333333334,0.7857142857142857
9ew7cs,20,0.7,0.85
9ew8ty,246,0.6300813008130082,0.8048780487804879
9ewbh0,20,0.65,0.8
9ewbpd,56,0.5357142857142857,0.7857142857142857
9ewc95,21,0.6666666666666666,0.8571428571428571
9ewmw6,20,0.6,0.8
9ewp9w,35,0.6571428571428571,0.8571428571428571
9ewprz,72,0.625,0.8055555555555556
9ewq5v,59,0.6610169491525424,0.8305084745762712
9ewtgn,41,0.6341463414634146,0.8048780487804879
9ewuso,24,0.6666666666666666,0.8333333333333334
9ewv73,38,0.6052631578947368,0.8157894736842105
9ewvtx,26,0.6153846153846154,0.8076923076923077
9ewwhh,65,0.6461538461538462,0.8153846153846154
9ewwnb,134,0.6343283582089553,0.8134328358208955
9ewwpe,63,0.5873015873015873,0.7777777777777778
9ewwvu,64,0.59375,0.796875
9ex028,20,0.55,0.75
9ex095,41,0.5609756097560976,0.8048780487804879
9ex19o,47,0.5957446808510638,0.8085106382978723
9ex1rw,21,0.7142857142857143,0.8571428571428571
9ex5kg,157,0.5987261146496815,0.802547770700637
9ex841,22,0.5909090909090909,0.7727272727272727
9exdzp,23,0.6956521739130435,0.8260869565217391
9exgok,56,0.625,0.7857142857142857
9exhjj,60,0.5833333333333334,0.7333333333333333
9exjel,35,0.6285714285714286,0.8
9exkul,177,0.6271186440677966,0.7966101694915254
9exudn,24,0.6666666666666666,0.8333333333333334
9exy4b,62,0.6612903225806451,0.8548387096774194
9exytz,22,0.7272727272727273,0.8636363636363636
9ey0vz,46,0.6304347826086957,0.8478260869565217
9ey1is,31,0.6774193548387096,0.8064516129032258
9ey25m,25,0.6,0.84
9ey5de,149,0.6778523489932886,0.825503355704698
9ey7jm,22,0.5454545454545454,0.8181818181818182
9ey7lg,23,0.6521739130434783,0.8260869565217391
9eybht,32,0.71875,0.875
9eydco,79,0.5949367088607594,0.7848101265822784
9eyfox,70,0.6428571428571429,0.8285714285714286
9eyfu0,22,0.6363636363636364,0.8181818181818182
9eyo42,20,0.55,0.85
9eypez,41,0.5365853658536586,0.7560975609756098
9eyq2l,28,0.6785714285714286,0.8214285714285714
9eyu5b,71,0.6056338028169014,0.7746478873239436
9eyz4j,23,0.6521739130434783,0.8695652173913043
9eyzl9,28,0.6428571428571429,0.8214285714285714
9ez141,43,0.6046511627906976,0.7674418604651163
